income_gross,age,employed,marital_status,is_two_income_couple,number_of_children_under_7,number_of_children_7_and_over,number_of_children,commune,church_affiliation,contribution_pillar_3a,total_insurance_expenses,travel_expenses_main_income,child_care_expenses_third_party,taxable_assets,child_education_expenses,total_tax,delta_3a,delta_childcare,delta_insurance
138683.0,59,False,married,True,0,1,1,Rorschach,none,7637.0,1462.0,5006.0,14186.0,25097.0,18203.0,9250.43,6149.99,2754.09,1129.4700000000003
82829.0,26,True,married,False,1,2,3,Walenstadt,christian_catholic,6687.0,4028.0,6572.0,23189.0,226624.0,1342.0,0.0,0.0,0.0,0.0
170688.0,48,True,married,False,2,0,2,Wildhaus-Alt St. Johann,christian_catholic,5465.0,3799.0,9909.0,16573.0,65724.0,0.0,19913.17,505.9499999999971,2780.0899999999965,696.7699999999968
163661.0,34,True,single,False,0,1,1,Benken (SG),christian_catholic,7049.0,1885.0,2984.0,9042.0,287563.0,3868.0,24050.94,62.95999999999913,5066.27,350.3299999999981
145968.0,56,False,married,True,1,1,2,Widnau,none,11438.0,1307.0,6435.0,4605.0,55580.0,4231.0,10064.24,4755.2,4260.5599999999995,1010.4200000000001
89609.0,26,True,married,False,0,2,2,Wattwil,christian_catholic,2584.0,2157.0,5997.0,29539.0,291394.0,19063.0,3.23,3.23,0.0,3.23
210479.0,55,True,married,False,2,2,4,Rapperswil-Jona,none,1221.0,388.0,9956.0,16621.0,361044.0,10050.0,19054.87,1485.3600000000006,2385.41,1343.8400000000001
143818.0,23,False,single,False,1,0,1,Tübach,roman_catholic,11760.0,199.0,4231.0,23641.0,406373.0,0.0,11881.87,5325.260000000001,671.7300000000014,676.5900000000001
149820.0,48,True,married,True,0,1,1,Uznach,roman_catholic,5322.0,1815.0,5113.0,15503.0,348174.0,18599.0,13817.54,522.4900000000016,2896.9300000000003,1190.3500000000004
182596.0,64,False,married,False,2,0,2,Niederhelfenschwil,none,8661.0,866.0,790.0,8075.0,479885.0,0.0,21426.25,6870.08,4659.119999999999,1335.8400000000001
246621.0,25,True,married,False,2,0,2,Ebnat-Kappel,protestant,1836.0,843.0,2237.0,11140.0,324248.0,0.0,54528.13,2091.149999999994,5884.18,1894.489999999998
218769.0,25,True,single,False,2,0,2,Vilters-Wangs,roman_catholic,6219.0,1902.0,4708.0,13261.0,328311.0,0.0,38169.29,378.26000000000204,4754.5999999999985,350.6200000000026
132149.0,55,False,single,False,0,2,2,Bütschwil-Ganterschwil,christian_catholic,11442.0,774.0,4508.0,20239.0,463313.0,8752.0,5394.3,4494.18,1393.0900000000001,541.5200000000004
246060.0,48,True,single,False,2,0,2,Bütschwil-Ganterschwil,none,5026.0,1190.0,8786.0,8309.0,304921.0,0.0,44249.27,760.1299999999974,6146.239999999998,544.6399999999994
145021.0,47,True,married,True,2,2,4,Jonschwil,none,4474.0,5802.0,8878.0,22277.0,424528.0,15881.0,3172.32,445.7000000000003,683.7200000000003,135.92000000000007
80494.0,33,True,single,False,2,2,4,Wittenbach,roman_catholic,2723.0,1962.0,6335.0,10270.0,489252.0,5770.0,0.0,0.0,0.0,0.0
126261.0,57,False,single,False,0,1,1,Rapperswil-Jona,protestant,28467.0,3016.0,1440.0,5430.0,305426.0,17308.0,4000.5,1369.1999999999998,3100.5,61.13999999999987
144974.0,24,True,single,False,2,2,4,Wittenbach,roman_catholic,5163.0,4569.0,8348.0,16549.0,79283.0,14250.0,7394.27,486.8800000000001,2332.09,0.0
177038.0,42,True,single,False,2,0,2,Uznach,none,6706.0,5477.0,1625.0,16339.0,322590.0,0.0,21141.88,144.6800000000003,2661.6200000000026,0.0
237391.0,53,True,married,False,0,1,1,Walenstadt,christian_catholic,847.0,4321.0,4589.0,19563.0,216618.0,14425.0,40168.41,2273.720000000001,2414.2100000000064,556.9300000000003
77856.0,28,False,married,False,0,1,1,Uznach,none,39521.0,3907.0,3430.0,17949.0,334621.0,2180.0,0.0,0.0,0.0,0.0
213265.0,40,True,married,True,0,0,0,Berneck,none,7989.0,1993.0,2642.0,0.0,174866.0,0.0,38649.37,0.0,8298.310000000001,1112.0699999999997
209782.0,32,True,married,False,1,1,2,Thal,protestant,1234.0,92.0,6451.0,14480.0,129702.0,1103.0,32475.07,2026.489999999998,3882.6399999999994,1868.869999999999
238107.0,57,True,single,False,0,0,0,Berg (SG),roman_catholic,3679.0,2380.0,5392.0,0.0,158663.0,0.0,55810.4,1313.489999999998,9596.79,239.70000000000437
131353.0,47,True,single,False,0,2,2,Pfäfers,none,7849.0,765.0,8606.0,19093.0,292688.0,17284.0,5507.24,0.0,1686.0899999999997,545.3999999999996
96916.0,55,True,married,False,2,1,3,Lichtensteig,none,6702.0,1352.0,8656.0,17511.0,52084.0,15313.0,5.07,5.07,5.07,5.07
65705.0,59,False,married,False,0,2,2,Sennwald,roman_catholic,34552.0,4674.0,2978.0,21020.0,120398.0,3627.0,0.0,0.0,0.0,0.0
176061.0,57,True,single,False,0,1,1,Sargans,none,7771.0,3073.0,5885.0,2780.0,8381.0,12130.0,24161.8,0.0,6794.579999999998,71.93000000000029
73827.0,48,False,married,False,1,1,2,Marbach (SG),none,21213.0,5940.0,1793.0,26149.0,300827.0,6191.0,0.0,0.0,0.0,0.0
231734.0,52,False,single,False,1,2,3,Au (SG),protestant,38778.0,4449.0,9092.0,1021.0,382116.0,6673.0,23252.54,0.0,7062.3200000000015,0.0
151735.0,59,True,single,False,0,2,2,Waldkirch,roman_catholic,4897.0,4496.0,7417.0,26894.0,266040.0,8551.0,9962.48,620.9099999999999,0.0,0.0
54645.0,55,True,single,False,1,1,2,Sevelen,roman_catholic,7616.0,823.0,7811.0,22239.0,81157.0,13476.0,0.0,0.0,0.0,0.0
89487.0,33,False,married,True,1,2,3,Jonschwil,none,17232.0,3700.0,1450.0,15218.0,425447.0,15462.0,0.0,0.0,0.0,0.0
96028.0,45,True,married,True,2,2,4,Jonschwil,protestant,3408.0,5743.0,8753.0,26856.0,303772.0,3823.0,0.0,0.0,0.0,0.0
61621.0,33,True,single,False,1,2,3,Häggenschwil,none,7419.0,358.0,2757.0,27926.0,443532.0,11419.0,0.0,0.0,0.0,0.0
37233.0,24,False,married,False,2,1,3,Bütschwil-Ganterschwil,roman_catholic,22425.0,4050.0,2045.0,27164.0,401783.0,15641.0,0.0,0.0,0.0,0.0
46763.0,63,False,married,False,2,0,2,Schänis,none,11091.0,2713.0,4560.0,7.0,149720.0,0.0,0.0,0.0,0.0,0.0
203632.0,57,True,single,False,0,2,2,Kaltbrunn,none,1986.0,5147.0,55.0,25217.0,278331.0,16889.0,22012.9,1474.2800000000025,346.6100000000006,0.0
166898.0,51,True,married,True,1,0,1,Benken (SG),none,3324.0,198.0,8887.0,1654.0,249172.0,0.0,24863.79,1099.75,6763.170000000002,1626.2700000000004
122993.0,45,False,married,False,2,1,3,Walenstadt,none,18084.0,2486.0,6629.0,19492.0,395137.0,9664.0,1041.41,1041.41,883.48,568.6500000000001
131786.0,27,False,married,True,1,1,2,Bad Ragaz,none,25670.0,1698.0,1887.0,2077.0,341193.0,12131.0,6090.45,1935.7600000000002,4098.4,864.1399999999994
103320.0,53,True,married,False,0,2,2,Pfäfers,roman_catholic,6512.0,5558.0,4812.0,8019.0,309879.0,17420.0,2618.62,127.42000000000007,2577.31,199.71000000000004
159202.0,22,False,single,False,1,1,2,Oberbüren,none,30344.0,1581.0,5210.0,6325.0,177730.0,16652.0,9105.7,1340.8500000000004,4130.340000000001,351.8299999999999
39801.0,42,True,married,False,1,2,3,Flums,none,3840.0,4835.0,8482.0,2548.0,49138.0,7508.0,0.0,0.0,0.0,0.0
126986.0,24,True,married,False,2,1,3,Rorschacherberg,roman_catholic,6984.0,2568.0,8945.0,17757.0,198514.0,574.0,6919.06,57.98000000000047,1801.4100000000008,802.4900000000007
160467.0,33,False,married,True,0,0,0,Lichtensteig,protestant,2610.0,5277.0,3349.0,0.0,138113.0,0.0,29148.43,10249.439999999999,8151.380000000001,375.09000000000015
165474.0,49,False,single,False,0,2,2,Eichberg,protestant,37341.0,1481.0,4237.0,4129.0,423071.0,11951.0,9526.4,0.0,5015.36,431.1800000000003
46648.0,53,True,married,True,0,1,1,Vilters-Wangs,christian_catholic,6136.0,3688.0,1264.0,6385.0,389256.0,4844.0,0.0,0.0,0.0,0.0
176420.0,42,True,single,False,0,2,2,Diepoldsau,roman_catholic,2468.0,3465.0,1516.0,21214.0,63613.0,11479.0,17566.09,1215.9400000000005,1337.5300000000007,0.0
126745.0,51,False,married,True,0,0,0,Schmerikon,none,22099.0,2430.0,8690.0,0.0,487090.0,0.0,10799.9,3241.96,5641.96,914.539999999999
156814.0,31,False,single,False,2,0,2,Weesen,protestant,7465.0,595.0,6725.0,22982.0,133065.0,0.0,14681.78,7301.880000000001,957.6000000000004,685.6100000000006
32305.0,35,True,married,False,0,0,0,St. Gallen,none,6253.0,125.0,5619.0,0.0,136069.0,0.0,681.77,146.51999999999998,681.77,681.77
210528.0,43,True,married,False,2,2,4,Muolen,roman_catholic,2860.0,2318.0,8459.0,26907.0,207785.0,7806.0,22201.16,1320.7099999999991,0.0,1128.9399999999987
222389.0,30,False,single,False,0,2,2,Au (SG),christian_catholic,24367.0,4991.0,9809.0,12079.0,116530.0,1813.0,25308.1,3442.7199999999975,4132.16,0.0
226110.0,38,True,single,False,2,1,3,Schänis,roman_catholic,5217.0,64.0,4201.0,26745.0,321257.0,13484.0,31016.11,721.5299999999988,0.0,998.3899999999994
86949.0,42,False,single,False,1,1,2,Lütisburg,roman_catholic,37448.0,1335.0,6791.0,23282.0,76995.0,4970.0,0.0,0.0,0.0,0.0
120724.0,57,True,single,False,2,1,3,Walenstadt,protestant,6164.0,150.0,2384.0,675.0,52516.0,85.0,10062.56,273.369999999999,5707.349999999999,764.1099999999988
177820.0,39,False,married,True,1,1,2,Rorschach,roman_catholic,16592.0,1138.0,1994.0,19659.0,415218.0,8473.0,17096.64,5456.0599999999995,1938.1299999999992,1461.6099999999988
50946.0,48,True,married,False,0,1,1,Vilters-Wangs,none,466.0,309.0,2114.0,119.0,282961.0,3495.0,2334.22,945.3299999999997,2334.22,904.6899999999998
231618.0,25,True,married,False,0,2,2,Benken (SG),roman_catholic,3531.0,2709.0,4867.0,10414.0,406242.0,1920.0,41967.86,1346.3400000000038,5766.1500000000015,1074.8300000000017
124590.0,29,True,married,True,0,1,1,Au (SG),none,2586.0,470.0,3689.0,26124.0,85043.0,15142.0,6682.57,880.21,91.23999999999978,1099.5699999999997
100589.0,42,True,married,False,0,0,0,Marbach (SG),roman_catholic,1067.0,3243.0,9766.0,0.0,167481.0,0.0,12468.32,1510.789999999999,6134.719999999999,774.2099999999991
148090.0,25,True,married,True,0,1,1,Sennwald,none,6391.0,1221.0,7417.0,14893.0,355866.0,11920.0,11443.41,182.9300000000003,2381.5200000000004,1022.1599999999999
125091.0,57,True,married,False,1,2,3,Waldkirch,protestant,2895.0,1323.0,8929.0,13343.0,302509.0,5768.0,6454.0,991.9099999999999,2957.59,1179.4399999999996
35627.0,41,True,single,False,2,2,4,Rorschach,none,5769.0,4951.0,7132.0,25838.0,51875.0,6882.0,0.0,0.0,0.0,0.0
225314.0,42,False,married,True,2,0,2,Degersheim,roman_catholic,20828.0,2080.0,2101.0,23108.0,19445.0,0.0,31044.38,5002.470000000001,1121.760000000002,1331.9700000000012
222495.0,28,True,married,False,2,0,2,Sevelen,roman_catholic,6856.0,5165.0,1028.0,3256.0,151034.0,0.0,41902.39,144.0899999999965,8269.93,373.47000000000116
162688.0,56,True,single,False,2,0,2,Wartau,none,2501.0,3875.0,4319.0,9904.0,220799.0,0.0,21480.09,1387.4000000000015,4729.560000000001,0.0
204158.0,28,False,single,False,1,2,3,Eichberg,protestant,31447.0,5767.0,8936.0,23915.0,190129.0,6012.0,13565.14,1276.2199999999993,701.4899999999998,0.0
220152.0,40,False,married,False,2,2,4,Berg (SG),none,36052.0,1652.0,6698.0,26040.0,407752.0,8621.0,12441.63,58.93999999999869,138.4399999999987,1161.7699999999986
185662.0,38,False,married,False,0,1,1,Grabs,none,23512.0,5103.0,4738.0,21313.0,88993.0,19947.0,12859.06,2975.9399999999987,1240.3400000000001,320.0499999999993
77208.0,59,True,single,False,0,2,2,Waldkirch,roman_catholic,5163.0,2349.0,9156.0,24005.0,399460.0,8152.0,0.0,0.0,0.0,0.0
100850.0,57,False,single,False,0,1,1,Balgach,none,23298.0,2594.0,936.0,20809.0,169300.0,5236.0,912.44,912.44,587.02,80.28000000000009
175056.0,63,True,single,False,2,0,2,Uzwil,protestant,4184.0,3385.0,730.0,25757.0,368804.0,0.0,20842.24,881.8700000000026,225.53000000000247,3.5500000000029104
221317.0,26,True,single,False,2,2,4,Waldkirch,roman_catholic,2629.0,1755.0,5137.0,29283.0,342911.0,10895.0,26840.87,1501.1699999999983,0.0,395.2599999999984
207097.0,29,True,married,False,1,2,3,Uznach,none,3751.0,295.0,9653.0,13605.0,316393.0,411.0,26579.85,1033.0399999999972,3698.3899999999994,1629.7599999999984
225509.0,60,True,single,False,2,1,3,Bütschwil-Ganterschwil,christian_catholic,4564.0,501.0,5634.0,20324.0,357794.0,15383.0,30263.08,949.8300000000017,2103.1600000000035,834.4300000000003
167744.0,52,False,married,False,1,1,2,Wittenbach,none,13007.0,3805.0,3178.0,10329.0,414342.0,16717.0,13207.08,5639.57,4065.33,628.2299999999996
62281.0,39,True,single,False,0,0,0,Niederhelfenschwil,roman_catholic,1087.0,3824.0,8072.0,0.0,106370.0,0.0,5181.6,1313.1900000000005,4536.09,0.0
176621.0,56,True,married,False,2,2,4,Schänis,christian_catholic,5289.0,4974.0,381.0,6590.0,101702.0,12654.0,17604.01,559.619999999999,5606.809999999998,426.6999999999971
83326.0,38,False,married,True,0,2,2,Mels,none,10808.0,2763.0,9674.0,7139.0,442625.0,9286.0,58.74,58.74,58.74,58.74
235161.0,58,True,single,False,2,1,3,Wattwil,none,7922.0,3199.0,339.0,26219.0,265165.0,880.0,32632.94,0.0,105.79999999999927,44.20999999999913
44390.0,53,True,married,False,0,1,1,Grabs,protestant,2183.0,1310.0,1449.0,8275.0,399477.0,11459.0,0.0,0.0,0.0,0.0
138066.0,47,True,single,False,2,2,4,Ebnat-Kappel,roman_catholic,624.0,2524.0,3928.0,23583.0,347622.0,1170.0,7113.25,1546.6599999999999,718.3400000000001,184.3100000000004
139728.0,56,True,married,True,1,0,1,Oberuzwil,roman_catholic,5562.0,1498.0,77.0,22658.0,194946.0,0.0,14545.07,451.6800000000003,1040.4699999999993,1288.0299999999988
120698.0,48,True,married,True,1,0,1,Eschenbach (SG),protestant,3597.0,1106.0,1064.0,4348.0,475397.0,0.0,15278.0,975.0,5768.8099999999995,1392.4300000000003
117025.0,63,False,single,False,1,2,3,Oberuzwil,none,1406.0,927.0,8359.0,27858.0,107165.0,11178.0,994.04,994.04,0.0,338.14
161900.0,56,True,single,False,0,2,2,Jonschwil,christian_catholic,1562.0,882.0,7979.0,3546.0,445555.0,4996.0,21240.72,1681.0200000000004,6589.700000000001,649.1800000000003
53493.0,53,False,single,False,1,1,2,Mörschwil,roman_catholic,7818.0,333.0,6504.0,14123.0,54187.0,6626.0,0.0,0.0,0.0,0.0
176924.0,34,False,married,True,2,1,3,Neckertal,roman_catholic,33842.0,5028.0,8932.0,28274.0,134330.0,10026.0,5935.87,560.6300000000001,0.0,352.9899999999998
39359.0,26,True,single,False,0,0,0,Muolen,none,5344.0,4749.0,9260.0,0.0,300192.0,0.0,884.19,268.5300000000001,884.19,0.0
109572.0,64,True,single,False,1,0,1,Wil (SG),roman_catholic,6555.0,5569.0,1762.0,7247.0,35004.0,0.0,10384.49,177.61000000000058,4416.44,0.0
93403.0,36,True,single,False,2,0,2,Niederhelfenschwil,none,4745.0,5205.0,9377.0,3523.0,47025.0,0.0,5084.52,468.41000000000076,3700.5200000000004,0.0
128811.0,28,False,married,False,0,2,2,Kaltbrunn,christian_catholic,26487.0,4683.0,2651.0,6527.0,498388.0,13359.0,3899.97,1673.4399999999996,3230.62,398.0
94290.0,49,False,married,True,0,2,2,St. Gallen,none,9365.0,1435.0,8265.0,18634.0,17569.0,13503.0,0.0,0.0,0.0,0.0
97289.0,33,False,single,False,2,1,3,Gommiswald,roman_catholic,30940.0,3793.0,5010.0,17238.0,92170.0,9567.0,0.0,0.0,0.0,0.0
172305.0,51,True,married,True,1,1,2,Grabs,roman_catholic,2520.0,4493.0,7451.0,28602.0,65865.0,7265.0,15150.19,1208.9400000000005,0.0,473.3000000000011
199730.0,40,True,married,True,0,0,0,Mörschwil,roman_catholic,4049.0,1471.0,9125.0,0.0,307327.0,0.0,33851.69,993.3199999999997,8006.460000000003,1246.5400000000009
178586.0,32,True,single,False,2,0,2,Goldach,christian_catholic,6722.0,4805.0,144.0,2708.0,177143.0,0.0,27063.46,155.73999999999796,6686.110000000001,0.0
240939.0,42,True,single,False,2,0,2,Tübach,roman_catholic,2406.0,3489.0,7220.0,3604.0,118459.0,0.0,43119.26,1579.4200000000055,7401.209999999999,0.0
195916.0,56,False,married,True,2,0,2,Rüthi (SG),roman_catholic,6416.0,2958.0,7113.0,5962.0,93101.0,0.0,26657.52,8529.670000000002,5954.260000000002,918.8899999999994
90931.0,30,True,single,False,0,0,0,Eichberg,protestant,7529.0,3396.0,2608.0,0.0,235622.0,0.0,10912.2,0.0,6040.900000000001,0.8800000000010186
67485.0,42,False,single,False,1,1,2,Berneck,roman_catholic,5843.0,617.0,9777.0,9555.0,215478.0,15017.0,0.0,0.0,0.0,0.0
41101.0,24,False,married,True,1,2,3,Walenstadt,roman_catholic,6405.0,4765.0,6694.0,25945.0,253584.0,19529.0,0.0,0.0,0.0,0.0
226697.0,56,True,single,False,2,2,4,Goldach,roman_catholic,6519.0,4383.0,1651.0,14437.0,468207.0,3137.0,28730.77,237.29999999999927,3669.1100000000006,0.0
64253.0,62,True,single,False,1,2,3,Sennwald,roman_catholic,4243.0,4350.0,357.0,15357.0,27818.0,18007.0,0.0,0.0,0.0,0.0
179810.0,30,True,single,False,2,0,2,Rapperswil-Jona,none,628.0,2315.0,1228.0,20996.0,100425.0,0.0,19727.99,1566.5900000000001,1296.0400000000009,182.57000000000335
159670.0,56,True,single,False,0,0,0,Rheineck,protestant,5378.0,372.0,8354.0,0.0,330085.0,0.0,28868.02,600.1800000000003,8395.490000000002,825.8600000000006
170419.0,26,False,single,False,1,2,3,Vilters-Wangs,protestant,16324.0,4418.0,3180.0,12474.0,393127.0,10861.0,12929.04,5097.420000000001,3749.4800000000014,0.0
132897.0,53,False,single,False,2,1,3,Grabs,none,3808.0,1644.0,6078.0,13930.0,163464.0,6232.0,6568.08,5381.53,2394.8999999999996,292.6700000000001
46781.0,63,True,married,False,2,0,2,Untereggen,protestant,808.0,5806.0,2656.0,12971.0,421426.0,0.0,0.0,0.0,0.0,0.0
133901.0,51,False,single,False,0,1,1,Amden,roman_catholic,9273.0,1484.0,6193.0,16892.0,102457.0,1191.0,10263.1,5875.29,2306.83,420.2000000000007
227919.0,45,True,single,False,0,0,0,Wittenbach,protestant,5446.0,992.0,9882.0,0.0,258621.0,0.0,52364.93,670.1100000000006,9468.669999999998,679.3300000000017
143654.0,63,False,single,False,0,1,1,Gams,roman_catholic,18445.0,307.0,1617.0,21473.0,289463.0,19573.0,7522.5,3944.64,1150.13,648.5500000000002
226724.0,28,True,single,False,0,2,2,Lütisburg,roman_catholic,4020.0,1847.0,9854.0,20081.0,385941.0,5804.0,39240.01,1254.9200000000055,2448.260000000002,399.99000000000524
226783.0,58,True,single,False,2,2,4,Bad Ragaz,none,7070.0,1499.0,8973.0,21893.0,404032.0,13996.0,20922.25,51.72999999999956,1231.7799999999988,379.1100000000006
154754.0,59,False,married,False,0,2,2,Nesslau,none,2155.0,3970.0,3270.0,25783.0,369435.0,5696.0,10019.64,6971.209999999999,185.26999999999862,570.1899999999987
102606.0,64,True,married,False,0,1,1,Oberbüren,roman_catholic,6939.0,652.0,2756.0,7059.0,449375.0,284.0,7969.42,67.39000000000033,3915.38,1203.83
212728.0,50,False,married,True,0,0,0,Jonschwil,christian_catholic,8605.0,1018.0,1238.0,0.0,327666.0,0.0,42885.95,9912.61,9501.309999999998,1712.8699999999953
133351.0,33,False,single,False,2,2,4,Oberriet (SG),roman_catholic,12297.0,5558.0,888.0,24686.0,152248.0,5305.0,2734.32,2734.32,283.0300000000002,0.0
208149.0,63,True,single,False,1,0,1,Eggersriet,roman_catholic,3087.0,3573.0,6870.0,8114.0,278668.0,0.0,37883.33,1518.4900000000052,6516.470000000001,0.0
198193.0,60,True,single,False,2,0,2,Bütschwil-Ganterschwil,roman_catholic,2868.0,314.0,9461.0,20320.0,358723.0,0.0,28120.65,1374.5900000000001,1925.7000000000007,838.2900000000009
44582.0,56,False,married,False,0,0,0,Bütschwil-Ganterschwil,protestant,31201.0,4974.0,1669.0,0.0,165257.0,0.0,0.0,0.0,0.0,0.0
57312.0,22,True,married,False,0,1,1,Oberbüren,roman_catholic,3751.0,3053.0,7982.0,11808.0,48537.0,17608.0,0.0,0.0,0.0,0.0
120994.0,53,False,single,False,0,2,2,Flums,none,31649.0,5914.0,9292.0,21680.0,401626.0,12069.0,0.0,0.0,0.0,0.0
78157.0,26,False,single,False,1,0,1,Nesslau,none,38172.0,3693.0,8504.0,9388.0,484671.0,0.0,0.0,0.0,0.0,0.0
237133.0,27,True,single,False,0,1,1,Wartau,roman_catholic,3694.0,3097.0,7335.0,14376.0,197964.0,18472.0,46525.93,1381.2699999999968,4659.290000000001,78.05000000000291
111998.0,33,False,single,False,1,1,2,Bütschwil-Ganterschwil,roman_catholic,35464.0,4009.0,2098.0,22501.0,474017.0,13850.0,0.0,0.0,0.0,0.0
201005.0,43,False,married,False,2,1,3,Nesslau,protestant,26951.0,4523.0,7761.0,6748.0,27083.0,3884.0,19784.56,2616.390000000003,5478.470000000001,527.5400000000009
210188.0,33,False,married,True,0,0,0,Bütschwil-Ganterschwil,roman_catholic,5113.0,3822.0,2230.0,0.0,274158.0,0.0,42888.38,11009.299999999996,9460.829999999994,694.2299999999959
118387.0,50,True,married,True,0,1,1,Lichtensteig,roman_catholic,4259.0,5646.0,8006.0,12781.0,55243.0,12969.0,7424.32,708.9699999999993,3216.9299999999994,238.1899999999996
96242.0,36,False,single,False,0,0,0,Pfäfers,roman_catholic,2097.0,603.0,5458.0,0.0,412955.0,0.0,13654.13,8765.43,6948.369999999999,756.1599999999999
98119.0,27,False,married,False,1,0,1,Wartau,none,29692.0,356.0,2484.0,26864.0,441413.0,0.0,597.63,597.63,0.0,597.63
121057.0,28,False,married,True,0,2,2,Degersheim,protestant,12130.0,4189.0,1563.0,26311.0,296721.0,6112.0,3566.68,3566.68,63.94999999999982,429.25
240519.0,42,False,single,False,2,2,4,Ebnat-Kappel,none,16836.0,5568.0,5591.0,20641.0,91601.0,2186.0,27042.83,5916.25,1812.9500000000007,0.0
146100.0,36,True,single,False,2,1,3,Waldkirch,protestant,7985.0,4173.0,1629.0,14578.0,134320.0,5003.0,12943.02,0.0,3233.970000000001,0.0
155576.0,27,True,single,False,0,1,1,St. Gallen,roman_catholic,4496.0,3738.0,6834.0,12770.0,47448.0,2543.0,22153.0,864.1100000000006,4164.93,0.0
103018.0,49,True,married,False,1,0,1,Thal,protestant,3597.0,1714.0,1681.0,28608.0,59742.0,0.0,5501.85,686.8000000000002,0.0,923.1300000000001
237689.0,26,False,married,True,2,2,4,Neckertal,protestant,4265.0,4413.0,349.0,2319.0,294428.0,17104.0,35734.57,11210.14,8654.05,567.6699999999983
235301.0,46,False,single,False,1,1,2,Flawil,protestant,34031.0,4815.0,7538.0,6457.0,203269.0,11069.0,28845.8,750.1699999999983,6445.68,0.0
242895.0,37,True,married,True,2,2,4,Schmerikon,protestant,3423.0,3595.0,8435.0,19532.0,493917.0,13616.0,32079.32,1370.9300000000003,2445.41,742.7200000000012
119665.0,46,True,married,False,0,0,0,Bad Ragaz,none,4909.0,364.0,3646.0,0.0,451477.0,0.0,14513.49,519.6900000000005,5760.4,1299.8999999999996
41398.0,48,False,married,True,1,2,3,Untereggen,none,32214.0,3150.0,7161.0,10899.0,177508.0,57.0,0.0,0.0,0.0,0.0
177262.0,32,True,married,True,0,1,1,St. Gallen,protestant,3503.0,1851.0,5732.0,29732.0,109474.0,939.0,24843.96,1171.2599999999984,0.0,1357.7000000000007
42373.0,47,False,single,False,2,0,2,Ebnat-Kappel,none,8563.0,1099.0,1083.0,2573.0,400512.0,0.0,0.0,0.0,0.0,0.0
36507.0,48,True,single,False,1,0,1,Niederbüren,none,1097.0,18.0,5329.0,19424.0,1414.0,0.0,0.0,0.0,0.0,0.0
189288.0,45,False,single,False,2,1,3,Steinach,roman_catholic,1393.0,3900.0,3493.0,1910.0,344269.0,11051.0,24956.96,10207.82,7341.09,0.0
176642.0,38,False,married,False,2,2,4,Zuzwil (SG),protestant,1084.0,5145.0,4240.0,28093.0,119543.0,17084.0,8528.01,6586.12,0.0,312.130000000001
144465.0,62,False,single,False,1,1,2,Degersheim,protestant,6050.0,3062.0,6978.0,951.0,460180.0,12214.0,14310.38,8154.739999999999,7009.079999999999,85.20999999999913
87292.0,54,True,married,True,0,0,0,Eichberg,roman_catholic,2642.0,5344.0,2042.0,0.0,203428.0,0.0,9455.82,1106.7299999999996,5464.639999999999,305.40999999999985
95199.0,34,True,married,False,0,1,1,Oberriet (SG),protestant,6214.0,3749.0,7576.0,21932.0,248390.0,6499.0,2650.94,153.26000000000022,690.94,417.3699999999999
158078.0,49,True,married,False,0,1,1,Walenstadt,none,5894.0,5529.0,2261.0,21612.0,34759.0,4896.0,15265.13,338.0,1199.9099999999999,251.39999999999964
36469.0,40,False,single,False,0,0,0,Mörschwil,roman_catholic,16421.0,2455.0,39.0,0.0,239017.0,0.0,101.51,101.51,101.51,72.2
216367.0,27,False,married,True,0,2,2,Grabs,roman_catholic,24179.0,4530.0,6182.0,6254.0,378798.0,12410.0,23175.31,3444.140000000003,5663.48,475.84000000000015
218048.0,57,False,married,False,1,1,2,Oberbüren,none,9030.0,5256.0,6798.0,15906.0,386593.0,4800.0,24106.87,7145.369999999999,2851.4300000000003,297.52999999999884
242856.0,27,True,single,False,2,0,2,Rorschach,roman_catholic,3330.0,4795.0,2781.0,20810.0,285637.0,0.0,45962.65,1455.8800000000047,2066.0699999999997,0.0
245146.0,34,False,married,False,0,2,2,Tübach,christian_catholic,2515.0,1673.0,5354.0,7159.0,84410.0,2647.0,39563.47,10983.150000000001,6243.989999999998,1265.9400000000023
66326.0,47,True,single,False,0,1,1,St. Gallen,none,2955.0,3898.0,683.0,12285.0,268417.0,566.0,2131.19,669.06,2003.24,0.0
33156.0,56,False,single,False,1,0,1,Wittenbach,roman_catholic,37871.0,5252.0,2551.0,7188.0,486685.0,0.0,0.0,0.0,0.0,0.0
178315.0,25,True,single,False,2,1,3,Amden,none,6301.0,3670.0,7556.0,27180.0,488087.0,11212.0,13158.7,230.98000000000138,0.0,0.0
33706.0,36,True,single,False,0,1,1,Wattwil,none,6423.0,1818.0,2310.0,24831.0,378014.0,12605.0,0.0,0.0,0.0,0.0
245185.0,26,False,married,False,2,1,3,Gossau (SG),roman_catholic,23705.0,5860.0,362.0,12419.0,331044.0,8618.0,31589.3,4116.18,4572.669999999998,212.95000000000073
173204.0,52,True,married,True,0,0,0,Berg (SG),none,324.0,2900.0,6133.0,0.0,336237.0,0.0,30695.97,2130.8199999999997,7785.990000000002,915.8500000000022
44523.0,59,False,single,False,0,2,2,Widnau,none,30071.0,1654.0,2335.0,22948.0,161211.0,10399.0,0.0,0.0,0.0,0.0
